GEOIDFQ,YEAR,COUNTY,NAME,MUNITYPE,MEMBERCLASSINDIV,MEMBERCLASSCOUNTY,MEMBERINDIV,MEMBERCOUNTY
M110000US390893141699999,2025,Licking,Granville,Township,RPC,RPC,TRUE,TRUE
M110000US3931402089,2025,Licking,Granville,Village,RPC,RPC,TRUE,TRUE
M110000US3931458089,2025,Licking,Gratiot,Village,RPC,RPC,FALSE,TRUE
M110000US390893329999999,2025,Licking,Hanover,Township,RPC,RPC,FALSE,TRUE
M110000US3933292089,2025,Licking,Hanover,Village,RPC,RPC,FALSE,TRUE
M110000US390893389499999,2025,Licking,Harrison,Township,RPC,RPC,FALSE,TRUE
M110000US390893418899999,2025,Licking,Hartford,Township,RPC,RPC,FALSE,TRUE
M110000US3934202089,2025,Licking,Hartford,Village,RPC,RPC,FALSE,TRUE
M110000US3934748089,2025,Licking,Heath,City,RPC,RPC,TRUE,TRUE
M110000US3934790089,2025,Licking,Hebron,Village,RPC,RPC,TRUE,TRUE
M110000US390893631699999,2025,Licking,Hopewell,Township,RPC,RPC,FALSE,TRUE
M110000US390893910299999,2025,Licking,Jersey,Township,RPC,RPC,FALSE,TRUE
M110000US3939340089,2025,Licking,Johnstown,City,MPO,MPO,TRUE,TRUE
M110000US3940572089,2025,Licking,Kirkersville,Village,RPC,RPC,FALSE,TRUE
M110000US390894323299999,2025,Licking,Liberty,Township,RPC,RPC,FALSE,TRUE
M110000US390894345699999,2025,Licking,Licking,Township,RPC,RPC,FALSE,TRUE
M110000US390894650899999,2025,Licking,Madison,Township,RPC,RPC,FALSE,TRUE
M110000US390894813299999,2025,Licking,Mary Ann,Township,RPC,RPC,FALSE,TRUE
M110000US390894611699999,2025,Licking,McKean,Township,RPC,RPC,FALSE,TRUE
M110000US390895145099999,2025,Licking,Monroe,Township,RPC,RPC,FALSE,TRUE
M110000US3953970089,2025,Licking,New Albany,City,MPO,MPO,TRUE,TRUE
M110000US3954040089,2025,Licking,Newark,City,RPC,RPC,TRUE,TRUE
M110000US390895405499999,2025,Licking,Newark,Township,RPC,RPC,FALSE,TRUE
M110000US390895558099999,2025,Licking,Newton,Township,RPC,RPC,FALSE,TRUE
M110000US3961112089,2025,Licking,Pataskala,City,MPO,MPO,TRUE,TRUE
M110000US390896192499999,2025,Licking,Perry,Township,RPC,RPC,FALSE,TRUE
M110000US3966390089,2025,Licking,Reynoldsburg,City,MPO,MPO,TRUE,TRUE
M110000US390896945699999,2025,Licking,St. Albans,Township,RPC,RPC,FALSE,TRUE
M110000US3969652089,2025,Licking,St. Louisville,Village,RPC,RPC,FALSE,TRUE
M110000US390897840099999,2025,Licking,Union,Township,RPC,RPC,FALSE,TRUE
M110000US3979114089,2025,Licking,Utica,Village,RPC,RPC,FALSE,TRUE
M110000US390898141099999,2025,Licking,Washington,Township,RPC,RPC,FALSE,TRUE
M110000US3905116091,2025,Logan,Belle Center,Village,RPC,RPC,FALSE,TRUE
M110000US3905130091,2025,Logan,Bellefontaine,City,RPC,RPC,TRUE,TRUE
M110000US390910711899999,2025,Logan,Bloomfield,Township,RPC,RPC,FALSE,TRUE
M110000US390910755299999,2025,Logan,Bokescreek,Township,RPC,RPC,FALSE,TRUE
M110000US3921378091,2025,Logan,De Graff,Village,RPC,RPC,FALSE,TRUE
M110000US390913390899999,2025,Logan,Harrison,Township,RPC,RPC,FALSE,TRUE
M110000US3936988091,2025,Logan,Huntsville,Village,RPC,RPC,FALSE,TRUE
M110000US390913868299999,2025,Logan,Jefferson,Township,RPC,RPC,FALSE,TRUE
M110000US390914128699999,2025,Logan,Lake,Township,RPC,RPC,FALSE,TRUE
M110000US3941608091,2025,Logan,Lakeview,Village,RPC,RPC,FALSE,TRUE
M110000US390914324699999,2025,Logan,Liberty,Township,RPC,RPC,FALSE,TRUE
M110000US390914568299999,2025,Logan,McArthur,Township,RPC,RPC,FALSE,TRUE
M110000US390914937899999,2025,Logan,Miami,Township,RPC,RPC,FALSE,TRUE
M110000US390915146499999,2025,Logan,Monroe,Township,RPC,RPC,FALSE,TRUE
M110000US390916193899999,2025,Logan,Perry,Township,RPC,RPC,FALSE,TRUE
M110000US390916332499999,2025,Logan,Pleasant,Township,RPC,RPC,FALSE,TRUE
M110000US3965200091,2025,Logan,Quincy,Village,RPC,RPC,FALSE,TRUE
M110000US390916674099999,2025,Logan,Richland,Township,RPC,RPC,FALSE,TRUE
M110000US3967118091,2025,Logan,Ridgeway,Village,RPC,RPC,FALSE,TRUE
M110000US390916913499999,2025,Logan,Rushcreek,Township,RPC,RPC,FALSE,TRUE
M110000US3969176091,2025,Logan,Rushsylvania,Village,RPC,RPC,FALSE,TRUE
M110000US3969302091,2025,Logan,Russells Point,Village,RPC,RPC,FALSE,TRUE
M110000US390917478099999,2025,Logan,Stokes,Township,RPC,RPC,FALSE,TRUE
M110000US390917841499999,2025,Logan,Union,Township,RPC,RPC,FALSE,TRUE
M110000US3979226091,2025,Logan,Valley Hi,Village,RPC,RPC,FALSE,TRUE
M110000US390918142499999,2025,Logan,Washington,Township,RPC,RPC,FALSE,TRUE
M110000US3983734091,2025,Logan,West Liberty,Village,RPC,RPC,FALSE,TRUE
M110000US3983818091,2025,Logan,West Mansfield,Village,RPC,RPC,FALSE,TRUE
M110000US390918804299999,2025,Logan,Zane,Township,RPC,RPC,FALSE,TRUE
M110000US3988070091,2025,Logan,Zanesfield,Village,RPC,RPC,FALSE,TRUE
M110000US390971123499999,2025,Madison,Canaan,Township,RPC,CORPO,FALSE,TRUE
M110000US390972014299999,2025,Madison,Darby,Township,RPC,CORPO,FALSE,TRUE
M110000US390972115499999,2025,Madison,Deer Creek,Township,RPC,CORPO,FALSE,TRUE
M110000US390972606899999,2025,Madison,Fairfield,Township,RPC,CORPO,FALSE,TRUE
M110000US390973869699999,2025,Madison,Jefferson,Township,RPC,CORPO,FALSE,TRUE
M110000US3944674097,2025,Madison,London,City,RPC,CORPO,TRUE,TRUE
M110000US3950008097,2025,Madison,Midway,Village,RPC,CORPO,FALSE,TRUE
M110000US390975147899999,2025,Madison,Monroe,Township,RPC,CORPO,FALSE,TRUE
M110000US3953046097,2025,Madison,Mount Sterling,Village,RPC,CORPO,TRUE,TRUE
M110000US390975770899999,2025,Madison,Oak Run,Township,RPC,CORPO,FALSE,TRUE
M110000US390975952899999,2025,Madison,Paint,Township,RPC,CORPO,FALSE,TRUE
M110000US390976266699999,2025,Madison,Pike,Township,RPC,CORPO,FALSE,TRUE
M110000US3963030097,2025,Madison,Plain City,Village,MPO,MPO,TRUE,TRUE
M110000US390976333899999,2025,Madison,Pleasant,Township,RPC,CORPO,FALSE,TRUE
M110000US390976548099999,2025,Madison,Range,Township,RPC,CORPO,FALSE,TRUE
M110000US390977296099999,2025,Madison,Somerford,Township,RPC,CORPO,FALSE,TRUE
M110000US3973768097,2025,Madison,South Solon,Village,RPC,CORPO,FALSE,TRUE
M110000US390977478499999,2025,Madison,Stokes,Township,RPC,CORPO,FALSE,TRUE
M110000US390977842899999,2025,Madison,Union,Township,RPC,CORPO,FALSE,TRUE
M110000US3983580097,2025,Madison,West Jefferson,Village,RPC,CORPO,TRUE,TRUE
M110000US391010634899999,2025,Marion,Big Island,Township,RPC,CORPO,FALSE,TRUE
M110000US391010795899999,2025,Marion,Bowling Green,Township,RPC,CORPO,FALSE,TRUE
M110000US3910954101,2025,Marion,Caledonia,Village,RPC,CORPO,FALSE,TRUE
M110000US391011519699999,2025,Marion,Claridon,Township,RPC,CORPO,FALSE,TRUE
M110000US391013117899999,2025,Marion,Grand,Township,RPC,CORPO,FALSE,TRUE
M110000US391013119299999,2025,Marion,Grand Prairie,Township,RPC,CORPO,FALSE,TRUE
M110000US391013196299999,2025,Marion,Green Camp,Township,RPC,CORPO,FALSE,TRUE
M110000US3931948101,2025,Marion,Green Camp,Village,RPC,CORPO,FALSE,TRUE
M110000US3941902101,2025,Marion,La Rue,Village,RPC,CORPO,FALSE,TRUE
M110000US3947754101,2025,Marion,Marion,City,RPC,CORPO,TRUE,TRUE
M110000US391014776899999,2025,Marion,Marion,Township,RPC,CORPO,FALSE,TRUE
M110000US391015173099999,2025,Marion,Montgomery,Township,RPC,CORPO,FALSE,TRUE
M110000US3952276101,2025,Marion,Morral,Village,RPC,CORPO,FALSE,TRUE
M110000US3954152101,2025,Marion,New Bloomington,Village,RPC,CORPO,FALSE,TRUE
M110000US391016335299999,2025,Marion,Pleasant,Township,RPC,CORPO,FALSE,TRUE
M110000US391016479499999,2025,Marion,Prospect,Township,RPC,CORPO,FALSE,TRUE
M110000US3964780101,2025,Marion,Prospect,Village,RPC,CORPO,FALSE,TRUE
M110000US391016675499999,2025,Marion,Richland,Township,RPC,CORPO,FALSE,TRUE
M110000US391017024099999,2025,Marion,Salt Rock,Township,RPC,CORPO,FALSE,TRUE
M110000US391017107399999,2025,Marion,Scott,Township,RPC,CORPO,FALSE,TRUE
M110000US391017774299999,2025,Marion,Tully,Township,RPC,CORPO,FALSE,TRUE
M110000US391018051499999,2025,Marion,Waldo,Township,RPC,CORPO,FALSE,TRUE
M110000US3980500101,2025,Marion,Waldo,Village,RPC,CORPO,FALSE,TRUE
M110000US391170550899999,2025,Morrow,Bennington,Township,RPC,CORPO,FALSE,TRUE
M110000US391171124899999,2025,Morrow,Canaan,Township,RPC,CORPO,FALSE,TRUE
M110000US391171209899999,2025,Morrow,Cardington,Township,RPC,CORPO,FALSE,TRUE
M110000US3912084117,2025,Morrow,Cardington,Village,RPC,CORPO,FALSE,TRUE
M110000US391171403099999,2025,Morrow,Chester,Township,RPC,CORPO,FALSE,TRUE
M110000US3914114117,2025,Morrow,Chesterville,Village,RPC,CORPO,FALSE,TRUE
M110000US391171829499999,2025,Morrow,Congress,Township,RPC,CORPO,FALSE,TRUE
M110000US3924598117,2025,Morrow,Edison,Village,RPC,CORPO,FALSE,TRUE
M110000US391172837899999,2025,Morrow,Franklin,Township,RPC,CORPO,FALSE,TRUE
M110000US3929050117,2025,Morrow,Fulton,Village,RPC,CORPO,FALSE,TRUE
M110000US3929162117,2025,Morrow,Galion,City,RPC,CORPO,FALSE,TRUE
M110000US391173012899999,2025,Morrow,Gilead,Township,RPC,CORPO,FALSE,TRUE
M110000US391173360099999,2025,Morrow,Harmony,Township,RPC,CORPO,FALSE,TRUE
M110000US391174368099999,2025,Morrow,Lincoln,Township,RPC,CORPO,FALSE,TRUE
M110000US3947558117,2025,Morrow,Marengo,Village,RPC,CORPO,FALSE,TRUE
M110000US3952738117,2025,Morrow,Mount Gilead,Village,RPC,CORPO,FALSE,TRUE
M110000US391175622499999,2025,Morrow,North Bloomfield,Township,RPC,CORPO,FALSE,TRUE
M110000US391176198099999,2025,Morrow,Perry,Township,RPC,CORPO,FALSE,TRUE
M110000US391176226099999,2025,Morrow,Peru,Township,RPC,CORPO,FALSE,TRUE
M110000US391177306199999,2025,Morrow,South Bloomfield,Township,RPC,CORPO,FALSE,TRUE
M110000US3973950117,2025,Morrow,Sparta,Village,RPC,CORPO,FALSE,TRUE
M110000US391177760299999,2025,Morrow,Troy,Township,RPC,CORPO,FALSE,TRUE
M110000US391178150899999,2025,Morrow,Washington,Township,RPC,CORPO,FALSE,TRUE
M110000US391178345499999,2025,Morrow,Westfield,Township,RPC,CORPO,FALSE,TRUE
M110000US391270458499999,2025,Perry,Bearfield,Township,RPC,RPC,FALSE,TRUE
M110000US391271565899999,2025,Perry,Clayton,Township,RPC,RPC,FALSE,TRUE
M110000US391271635099999,2025,Perry,Coal,Township,RPC,RPC,FALSE,TRUE
M110000US3918770127,2025,Perry,Corning,Village,RPC,RPC,FALSE,TRUE
M110000US3919456127,2025,Perry,Crooksville,Village,RPC,RPC,FALSE,TRUE
M110000US3930436127,2025,Perry,Glenford,Village,RPC,RPC,FALSE,TRUE
M110000US391273396499999,2025,Perry,Harrison,Township,RPC,RPC,FALSE,TRUE
M110000US3934888127,2025,Perry,Hemlock,Village,RPC,RPC,FALSE,TRUE
M110000US391273638699999,2025,Perry,Hopewell,Township,RPC,RPC,FALSE,TRUE
M110000US391273796899999,2025,Perry,Jackson,Township,RPC,RPC,FALSE,TRUE
M110000US3939508127,2025,Perry,Junction City,Village,RPC,RPC,FALSE,TRUE
M110000US391274655099999,2025,Perry,Madison,Township,RPC,RPC,FALSE,TRUE
M110000US391275119899999,2025,Perry,Monday Creek,Township,RPC,RPC,FALSE,TRUE
M110000US391275152099999,2025,Perry,Monroe,Township,RPC,RPC,FALSE,TRUE
M110000US3954866127,2025,Perry,New Lexington,Village,RPC,RPC,TRUE,TRUE
M110000US3955552127,2025,Perry,New Straitsville,Village,RPC,RPC,FALSE,TRUE
M110000US391276268099999,2025,Perry,Pike,Township,RPC,RPC,FALSE,TRUE
M110000US391276336699999,2025,Perry,Pleasant,Township,RPC,RPC,FALSE,TRUE
M110000US391276576099999,2025,Perry,Reading,Township,RPC,RPC,FALSE,TRUE
M110000US3966222127,2025,Perry,Rendville,Village,RPC,RPC,FALSE,TRUE
M110000US3968560127,2025,Perry,Roseville,Village,RPC,RPC,FALSE,TRUE
M110000US391277022699999,2025,Perry,Salt Lick,Township,RPC,RPC,FALSE,TRUE
M110000US3971962127,2025,Perry,Shawnee,Village,RPC,RPC,FALSE,TRUE
M110000US3972977127,2025,Perry,Somerset,Village,RPC,RPC,TRUE,TRUE
M110000US391277665999999,2025,Perry,Thorn,Township,RPC,RPC,FALSE,TRUE
M110000US3976680127,2025,Perry,Thornville,Village,RPC,RPC,FALSE,TRUE
M110000US3902680129,2025,Pickaway,Ashville,Village,RPC,CORPO,TRUE,FALSE
M110000US3915070129,2025,Pickaway,Circleville,City,RPC,CORPO,TRUE,FALSE
M110000US391291507799999,2025,Pickaway,Circleville,Township,RPC,CORPO,FALSE,FALSE
M110000US3918070129,2025,Pickaway,Commercial Point,Village,RPC,CORPO,FALSE,FALSE
M110000US391292015699999,2025,Pickaway,Darby,Township,RPC,CORPO,FALSE,FALSE
M110000US3920212129,2025,Pickaway,Darbyville,Village,RPC,CORPO,FALSE,FALSE
M110000US391292116899999,2025,Pickaway,Deercreek,Township,RPC,CORPO,FALSE,FALSE
M110000US3933740129,2025,Pickaway,Harrisburg,Village,RPC,CORPO,FALSE,FALSE
M110000US391293397899999,2025,Pickaway,Harrison,Township,RPC,CORPO,FALSE,FALSE
M110000US391293798299999,2025,Pickaway,Jackson,Township,RPC,CORPO,FALSE,FALSE
M110000US3944310129,2025,Pickaway,Lockbourne,Village,RPC,CORPO,TRUE,FALSE
M110000US391294656499999,2025,Pickaway,Madison,Township,RPC,CORPO,FALSE,FALSE
M110000US391295153499999,2025,Pickaway,Monroe,Township,RPC,CORPO,FALSE,FALSE
M110000US391295325699999,2025,Pickaway,Muhlenberg,Township,RPC,CORPO,FALSE,FALSE
M110000US3954726129,2025,Pickaway,New Holland,Village,RPC,CORPO,FALSE,FALSE
M110000US391296200899999,2025,Pickaway,Perry,Township,RPC,CORPO,FALSE,FALSE
M110000US391296248499999,2025,Pickaway,Pickaway,Township,RPC,CORPO,FALSE,FALSE
M110000US391297018499999,2025,Pickaway,Saltcreek,Township,RPC,CORPO,FALSE,FALSE
M110000US391297087099999,2025,Pickaway,Scioto,Township,RPC,CORPO,FALSE,FALSE
M110000US3973068129,2025,Pickaway,South Bloomfield,Village,RPC,CORPO,TRUE,FALSE
M110000US3976148129,2025,Pickaway,Tarlton,Village,RPC,CORPO,FALSE,FALSE
M110000US391298059899999,2025,Pickaway,Walnut,Township,RPC,CORPO,FALSE,FALSE
M110000US391298155099999,2025,Pickaway,Washington,Township,RPC,CORPO,FALSE,FALSE
M110000US391298226499999,2025,Pickaway,Wayne,Township,RPC,CORPO,FALSE,FALSE
M110000US3985414129,2025,Pickaway,Williamsport,Village,RPC,CORPO,FALSE,FALSE
M110000US3900450141,2025,Ross,Adelphi,Village,RPC,RPC,FALSE,FALSE
M110000US3903604141,2025,Ross,Bainbridge,Village,RPC,RPC,FALSE,FALSE
M110000US391411001699999,2025,Ross,Buckskin,Township,RPC,RPC,FALSE,FALSE
M110000US3914184141,2025,Ross,Chillicothe,City,RPC,RPC,TRUE,FALSE
M110000US3915336141,2025,Ross,Clarksburg,Village,RPC,RPC,FALSE,FALSE
M110000US391411663099999,2025,Ross,Colerain,Township,RPC,RPC,FALSE,FALSE
M110000US391411823899999,2025,Ross,Concord,Township,RPC,RPC,FALSE,FALSE
M110000US391412122499999,2025,Ross,Deerfield,Township,RPC,RPC,FALSE,FALSE
M110000US3928182141,2025,Ross,Frankfort,Village,RPC,RPC,FALSE,FALSE
M110000US391412842099999,2025,Ross,Franklin,Township,RPC,RPC,FALSE,FALSE
M110000US391413182299999,2025,Ross,Green,Township,RPC,RPC,FALSE,FALSE
M110000US3932088141,2025,Ross,Greenfield,Village,RPC,RPC,FALSE,FALSE
M110000US391413400699999,2025,Ross,Harrison,Township,RPC,RPC,FALSE,FALSE
M110000US391413689099999,2025,Ross,Huntington,Township,RPC,RPC,FALSE,FALSE
M110000US391413880899999,2025,Ross,Jefferson,Township,RPC,RPC,FALSE,FALSE
M110000US3940376141,2025,Ross,Kingston,Village,RPC,RPC,FALSE,FALSE
M110000US391414330299999,2025,Ross,Liberty,Township,RPC,RPC,FALSE,FALSE
M110000US391415954299999,2025,Ross,Paint,Township,RPC,RPC,FALSE,FALSE
M110000US391416130899999,2025,Ross,Paxton,Township,RPC,RPC,FALSE,FALSE
M110000US391417089899999,2025,Ross,Scioto,Township,RPC,RPC,FALSE,FALSE
M110000US3973698141,2025,Ross,South Salem,Village,RPC,RPC,FALSE,FALSE
M110000US391417412999999,2025,Ross,Springfield,Township,RPC,RPC,FALSE,FALSE
M110000US391417800899999,2025,Ross,Twin,Township,RPC,RPC,FALSE,FALSE
M110000US391417854099999,2025,Ross,Union,Township,RPC,RPC,FALSE,FALSE
M110000US391590133699999,2025,Union,Allen,Township,RPC,CORPO,FALSE,TRUE
M110000US391591511299999,2025,Union,Claibourne,Township,RPC,CORPO,FALSE,TRUE
M110000US391592017099999,2025,Union,Darby,Township,RPC,CORPO,FALSE,TRUE
M110000US391592248499999,2025,Union,Dover,Township,RPC,CORPO,FALSE,TRUE
M110000US3922694159,2025,Union,Dublin,City,MPO,MPO,TRUE,TRUE
M110000US391593810899999,2025,Union,Jackson,Township,RPC,CORPO,FALSE,TRUE
M110000US391593904699999,2025,Union,Jerome,Township,MPO,MPO,TRUE,TRUE
M110000US391594249099999,2025,Union,Leesburg,Township,RPC,CORPO,FALSE,TRUE
M110000US391594335899999,2025,Union,Liberty,Township,RPC,CORPO,FALSE,TRUE
M110000US3946830159,2025,Union,Magnetic Springs,Village,RPC,CORPO,FALSE,TRUE
M110000US3948160159,2025,Union,Marysville,City,RPC,CORPO,TRUE,TRUE
M110000US3950218159,2025,Union,Milford Center,Village,RPC,CORPO,FALSE,TRUE
M110000US391595028899999,2025,Union,Millcreek,Township,RPC,CORPO,FALSE,TRUE
M110000US391595986499999,2025,Union,Paris,Township,RPC,CORPO,FALSE,TRUE
M110000US3963030159,2025,Union,Plain City,Village,MPO,MPO,TRUE,TRUE
M110000US3966936159,2025,Union,Richwood,Village,RPC,CORPO,FALSE,TRUE
M110000US391597619499999,2025,Union,Taylor,Township,RPC,CORPO,FALSE,TRUE
M110000US391597858299999,2025,Union,Union,Township,RPC,CORPO,FALSE,TRUE
M110000US3978834159,2025,Union,Unionville Center,Village,RPC,CORPO,FALSE,TRUE
M110000US391598166299999,2025,Union,Washington,Township,RPC,CORPO,FALSE,TRUE
M110000US391598712299999,2025,Union,York,Township,RPC,CORPO,FALSE,TRUE
M110000US3902582041,2026,Delaware,Ashley,Village,MPO,MPO,FALSE,TRUE
M110000US390410577499999,2026,Delaware,Berkshire,Township,MPO,MPO,FALSE,TRUE
M110000US390410578899999,2026,Delaware,Berlin,Township,MPO,MPO,FALSE,TRUE
M110000US390410942899999,2026,Delaware,Brown,Township,MPO,MPO,FALSE,TRUE
M110000US3918000041,2026,Delaware,Columbus,City,MPO,MPO,TRUE,TRUE
M110000US390411814099999,2026,Delaware,Concord,Township,MPO,MPO,FALSE,TRUE
M110000US3921434041,2026,Delaware,Delaware,City,MPO,MPO,TRUE,TRUE
M110000US390412144899999,2026,Delaware,Delaware,Township,MPO,MPO,FALSE,TRUE
M110000US3922694041,2026,Delaware,Dublin,City,MPO,MPO,TRUE,TRUE
M110000US3929148041,2026,Delaware,Galena,Village,MPO,MPO,TRUE,TRUE
M110000US390412969499999,2026,Delaware,Genoa,Township,MPO,MPO,FALSE,TRUE
M110000US390413351699999,2026,Delaware,Harlem,Township,MPO,MPO,FALSE,TRUE
M110000US390414036299999,2026,Delaware,Kingston,Township,MPO,MPO,FALSE,TRUE
M110000US390414310699999,2026,Delaware,Liberty,Township,MPO,MPO,FALSE,TRUE
M110000US390414790899999,2026,Delaware,Marlboro,Township,MPO,MPO,FALSE,TRUE
M110000US390415861899999,2026,Delaware,Orange,Township,MPO,MPO,FALSE,TRUE
M110000US3958940041,2026,Delaware,Ostrander,Village,MPO,MPO,FALSE,TRUE
M110000US390415926299999,2026,Delaware,Oxford,Township,MPO,MPO,FALSE,TRUE
M110000US390416417899999,2026,Delaware,Porter,Township,MPO,MPO,FALSE,TRUE
M110000US3964486041,2026,Delaware,Powell,City,MPO,MPO,TRUE,TRUE
M110000US390416531299999,2026,Delaware,Radnor,Township,MPO,MPO,FALSE,TRUE
M110000US390417084299999,2026,Delaware,Scioto,Township,MPO,MPO,FALSE,TRUE
M110000US3971976041,2026,Delaware,Shawnee Hills,Village,MPO,MPO,TRUE,TRUE
M110000US3975602041,2026,Delaware,Sunbury,City,MPO,MPO,TRUE,TRUE
M110000US390417661799999,2026,Delaware,Thompson,Township,MPO,MPO,FALSE,TRUE
M110000US390417733699999,2026,Delaware,Trenton,Township,MPO,MPO,FALSE,TRUE
M110000US390417756099999,2026,Delaware,Troy,Township,MPO,MPO,FALSE,TRUE
M110000US3983342041,2026,Delaware,Westerville,City,MPO,MPO,TRUE,TRUE
M110000US390450163799999,2026,Fairfield,Amanda,Township,RPC,CORPO,FALSE,TRUE
M110000US3901630045,2026,Fairfield,Amanda,Village,RPC,CORPO,FALSE,TRUE
M110000US3903758045,2026,Fairfield,Baltimore,Village,RPC,CORPO,TRUE,TRUE
M110000US390450595699999,2026,Fairfield,Berne,Township,RPC,CORPO,FALSE,TRUE
M110000US390450695099999,2026,Fairfield,Bloom,Township,MPO,MPO,TRUE,TRUE
M110000US3908392045,2026,Fairfield,Bremen,Village,RPC,CORPO,FALSE,TRUE
M110000US3909890045,2026,Fairfield,Buckeye Lake,Village,RPC,CORPO,TRUE,TRUE
M110000US3911332045,2026,Fairfield,Canal Winchester,City,MPO,MPO,TRUE,TRUE
M110000US3912252045,2026,Fairfield,Carroll,Village,RPC,CORPO,FALSE,TRUE
M110000US390451568699999,2026,Fairfield,Clearcreek,Township,RPC,CORPO,FALSE,TRUE
M110000US3918000045,2026,Fairfield,Columbus,City,MPO,MPO,TRUE,TRUE
M110000US390453206099999,2026,Fairfield,Greenfield,Township,RPC,CORPO,FALSE,TRUE
M110000US390453581299999,2026,Fairfield,Hocking,Township,RPC,CORPO,FALSE,TRUE
M110000US3941720045,2026,Fairfield,Lancaster,City,RPC,CORPO,TRUE,TRUE
M110000US390454312099999,2026,Fairfield,Liberty,Township,RPC,CORPO,FALSE,TRUE
M110000US3944086045,2026,Fairfield,Lithopolis,Village,MPO,MPO,TRUE,TRUE
M110000US390454638299999,2026,Fairfield,Madison,Township,RPC,CORPO,FALSE,TRUE
M110000US3950400045,2026,Fairfield,Millersport,Village,RPC,CORPO,FALSE,TRUE
M110000US3962498045,2026,Fairfield,Pickerington,City,MPO,MPO,TRUE,TRUE
M110000US390456324099999,2026,Fairfield,Pleasant,Township,RPC,CORPO,FALSE,TRUE
M110000US3963716045,2026,Fairfield,Pleasantville,Village,RPC,CORPO,FALSE,TRUE
M110000US3966390045,2026,Fairfield,Reynoldsburg,City,MPO,MPO,TRUE,TRUE
M110000US390456668499999,2026,Fairfield,Richland,Township,RPC,CORPO,FALSE,TRUE
M110000US390456912099999,2026,Fairfield,Rush Creek,Township,RPC,CORPO,FALSE,TRUE
M110000US3969204045,2026,Fairfield,Rushville,Village,RPC,CORPO,FALSE,TRUE
M110000US3974916045,2026,Fairfield,Stoutsville,Village,RPC,CORPO,FALSE,TRUE
M110000US3975252045,2026,Fairfield,Sugar Grove,Village,RPC,CORPO,FALSE,TRUE
M110000US3976148045,2026,Fairfield,Tarlton,Village,RPC,CORPO,FALSE,TRUE
M110000US3976764045,2026,Fairfield,Thurston,Village,RPC,CORPO,FALSE,TRUE
M110000US390458020699999,2026,Fairfield,Violet,Township,MPO,MPO,TRUE,TRUE
M110000US390458057099999,2026,Fairfield,Walnut,Township,RPC,CORPO,FALSE,TRUE
M110000US3984182045,2026,Fairfield,West Rushville,Village,RPC,CORPO,FALSE,TRUE
M110000US3907188047,2026,Fayette,Bloomingburg,Village,RPC,RPC,FALSE,FALSE
M110000US390471815499999,2026,Fayette,Concord,Township,RPC,RPC,FALSE,FALSE
M110000US390473172499999,2026,Fayette,Green,Township,RPC,RPC,FALSE,FALSE
M110000US390473838899999,2026,Fayette,Jasper,Township,RPC,RPC,FALSE,FALSE
M110000US390473859899999,2026,Fayette,Jefferson,Township,RPC,RPC,FALSE,FALSE
M110000US3938920047,2026,Fayette,Jeffersonville,Village,RPC,RPC,FALSE,FALSE
M110000US390474639699999,2026,Fayette,Madison,Township,RPC,RPC,FALSE,FALSE
M110000US390474768499999,2026,Fayette,Marion,Township,RPC,RPC,FALSE,FALSE
M110000US3950316047,2026,Fayette,Milledgeville,Village,RPC,RPC,FALSE,FALSE
M110000US3954726047,2026,Fayette,New Holland,Village,RPC,RPC,FALSE,FALSE
M110000US3957918047,2026,Fayette,Octa,Village,RPC,RPC,FALSE,FALSE
M110000US390475948699999,2026,Fayette,Paint,Township,RPC,RPC,FALSE,FALSE
M110000US390476182699999,2026,Fayette,Perry,Township,RPC,RPC,FALSE,FALSE
M110000US390477831699999,2026,Fayette,Union,Township,RPC,RPC,FALSE,FALSE
M110000US3981718047,2026,Fayette,Washington Court House,City,RPC,RPC,FALSE,FALSE
M110000US390478216699999,2026,Fayette,Wayne,Township,RPC,RPC,FALSE,FALSE
M110000US3906278049,2026,Franklin,Bexley,City,MPO,MPO,TRUE,TRUE
M110000US390490692299999,2026,Franklin,Blendon,Township,MPO,MPO,TRUE,TRUE
M110000US3908532049,2026,Franklin,Brice,Village,MPO,MPO,FALSE,TRUE
M110000US390490944299999,2026,Franklin,Brown,Township,MPO,MPO,TRUE,TRUE
M110000US3911332049,2026,Franklin,Canal Winchester,City,MPO,MPO,TRUE,TRUE
M110000US390491611299999,2026,Franklin,Clinton,Township,MPO,MPO,TRUE,TRUE
M110000US3918000049,2026,Franklin,Columbus,City,MPO,MPO,TRUE,TRUE
M110000US3918070049,2026,Franklin,Commercial Point,Village,MPO,MPO,FALSE,TRUE
M110000US3922694049,2026,Franklin,Dublin,City,MPO,MPO,TRUE,TRUE
M110000US390492828099999,2026,Franklin,Franklin,Township,MPO,MPO,TRUE,TRUE
M110000US3929106049,2026,Franklin,Gahanna,City,MPO,MPO,TRUE,TRUE
M110000US3931304049,2026,Franklin,Grandview Heights,City,MPO,MPO,TRUE,TRUE
M110000US3932592049,2026,Franklin,Grove City,City,MPO,MPO,TRUE,TRUE
M110000US3932606049,2026,Franklin,Groveport,City,MPO,MPO,TRUE,TRUE
M110000US390493302699999,2026,Franklin,Hamilton,Township,MPO,MPO,FALSE,TRUE
M110000US3933740049,2026,Franklin,Harrisburg,Village,MPO,MPO,FALSE,TRUE
M110000US3935476049,2026,Franklin,Hilliard,City,MPO,MPO,TRUE,TRUE
